filename,store,date,total,items,raw_text
X51006556604.jpg,GARDENIA BAKERIES (KL) SDN BHD (139386 X),24/08/2017,6,"0.C. WHITE Fre Me el J) 4 8.52 | WHOLEMEAL Cure af 3, 5.56 | 0.C JUMBO Poe Me ae a 8.91 | DELICIA-B/SCOTCHK 3.72 2 ® @ 7.44 | BUN-SBILIS 6.84 10 8 @ 8.40 | ST: 0.95 | Total @% supplies: 22.99","GARDENIA BAKERIES (KL) SDN BHD (139386 X)
« Lot 3, Jalan@elabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Wax:03- 55423213
GST TD: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7824F715

ViOs14 Date: 24/08/2017

HAKASSAR FRESH MARKET SON BHO

GROUND FLOOR, NO. 4.& 6,
JALAN S$ 15/4B,
47530 SUBANG JAYA, SELANGOR
VEOS: Ridzuan(11900)
DD: 24/08/2017 11:33

Description UP Iss Exc D Sale  AntCRM)
0.C. WHITE Fre Me el J) 4 8.52
WHOLEMEAL Cure af 3, 5.56
0.C JUMBO Poe Me ae a 8.91

Ae
Total 0% suppites:

Bw rojwn
mo
>
ir—9

DELICIA-B/SCOTCHK 3.72 2 ® @ 7.44

BUN-SBILIS 6.84 10 8 @ 8.40
Total 6% supplies (excl. GST): 15.84
ST: 0.95

Total 6% supplies (Inc. GST): 16.79
Total @% supplies: 22.99

Total Payable: 39,78

E.&.0.E.
Received above goods in good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax claus, on the basic of the
adjustments shown in this Tax Invoice /
asus meng: Notes. i
CUSTOMER'S COPY

Se ll ae

"
X51006556610.jpg,eo oe,22/08/2017,393.00,~ Total Qty: 27.00 393.00 | Discount 0.00 | Total GST : 0.00 | Rounding : 0.00 | Total Sales (Inclusive of GST) : 393.00 | CASH : = 400.00 | Change : 7.00 | ZRL 0 393.00 0.00,"eo oe

PINGHWAI TRADING SDN BHD
(1211036-W)

NO.2, JALAN METRO PERDANA TIMUR 11,
KEPONG ENTERPRENUERS PARK,
OFF JALAN KEPONG,

52100 KUALA LUMPUR
TEL : 603-62591420 FAX : 603-62592420
GST ID : 001371123712

TAX INVOICE
Bill To:
MAKASSAR FRESH MARKET S/B
Doc No: CS00017430 Date: 22/08/2017
ashier USER Time: 15:01:00
Salesperson ; Ref.:
(GST) (GST)
item Qty S/Price S/Price Amount Tax
17007 20.00 16.00 16.00 320.00 ZRL
UDANG KERING
23001 1.00 73.00 73 73.00 ZRL
FISH MAW (SWIMMING BLADDER)
~ Total Qty: 27.00 393.00
Total Sales (Excluding GST) : 393.0
Discount 0.00
Total GST : 0.00
Rounding : 0.00
Total Sales (Inclusive of GST) : 393.00
CASH : = 400.00
Change : 7.00
GST SUMMARY ]
Tax Code % Amt (RM) Tax (RM)
ZRL 0 393.00 0.00
Total : 393.00 0.00

GOODS SOLD ARE NOT RETURNABLE, THANK YOU.

"
X51006556610.jpg,eo oe,22/08/2017,393.00,~ Total Qty: 27.00 393.00 | Discount 0.00 | Total GST : 0.00 | Rounding : 0.00 | Total Sales (Inclusive of GST) : 393.00 | CASH : = 400.00 | Change : 7.00 | ZRL 0 393.00 0.00,"eo oe

PINGHWAI TRADING SDN BHD
(1211036-W)

NO.2, JALAN METRO PERDANA TIMUR 11,
KEPONG ENTERPRENUERS PARK,
OFF JALAN KEPONG,

52100 KUALA LUMPUR
TEL : 603-62591420 FAX : 603-62592420
GST ID : 001371123712

TAX INVOICE
Bill To:
MAKASSAR FRESH MARKET S/B
Doc No: CS00017430 Date: 22/08/2017
ashier USER Time: 15:01:00
Salesperson ; Ref.:
(GST) (GST)
item Qty S/Price S/Price Amount Tax
17007 20.00 16.00 16.00 320.00 ZRL
UDANG KERING
23001 1.00 73.00 73 73.00 ZRL
FISH MAW (SWIMMING BLADDER)
~ Total Qty: 27.00 393.00
Total Sales (Excluding GST) : 393.0
Discount 0.00
Total GST : 0.00
Rounding : 0.00
Total Sales (Inclusive of GST) : 393.00
CASH : = 400.00
Change : 7.00
GST SUMMARY ]
Tax Code % Amt (RM) Tax (RM)
ZRL 0 393.00 0.00
Total : 393.00 0.00

GOODS SOLD ARE NOT RETURNABLE, THANK YOU.

"
X51006556646.jpg,Weynature rswiot requarrq,21/08/2017,6,0.C. WHITE 3 6.39 | WHOL EMEAL 5 13.90 | 0.C JUMBO 5 14.85 | Total rs supplies 35.14 | DELICIA-B/SCOTCH 3.72 v4 7.44 | CR-CHOCLT 2 20 14.40 | CR-B' SCOTCH we 2 20 14.40 | ast: = 2.27 | Total @% supplies: 35.14 | Total Pays. 9: 73.55,"Weynature rswiot requarrq
ACCOUNT'S COPY

bone

a

:
GARDE) NIA BAKERIES (KL) SDN BHD (139386 X) |
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
‘Tel: 03- 55423228 Fax:03- $5423213
GST LD: 000381399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7821F714

VEOS 14 Date: 21/08/2017
HAKASSAR FRESH MARKET oN BHD
GROUND FLOOR, 4&6,

JALAN SS 15/46,
47506 SUBANG JAYA, SELANGOR
VEOS: Ridzuan(11900)
DD: 21/08/2017 11:45

Description Sale Ant CRND
0.C. WHITE 3 6.39
WHOL EMEAL 5 13.90
0.C JUMBO 5 14.85

Total rs supplies 35.14

DELICIA-B/SCOTCH 3.72 v4 7.44

CR-CHOCLT 2 20 14.40

CR-B' SCOTCH we 2 20 14.40
Total 6% supplies (excl. 6: 36.2
ast: = 2.27

Total 6% supplies (Inc. GST): 38.41
Total @% supplies: 35.14
Total Pays. 9: 73.55

E.&.Q.E.

Received above goods 1 good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustinents shown in this Tax Invoice /

CUSTOMER'S COPY

Sieeeu. see

"
X51006556646.jpg,Weynature rswiot requarrq,21/08/2017,6,0.C. WHITE 3 6.39 | WHOL EMEAL 5 13.90 | 0.C JUMBO 5 14.85 | Total rs supplies 35.14 | DELICIA-B/SCOTCH 3.72 v4 7.44 | CR-CHOCLT 2 20 14.40 | CR-B' SCOTCH we 2 20 14.40 | ast: = 2.27 | Total @% supplies: 35.14 | Total Pays. 9: 73.55,"Weynature rswiot requarrq
ACCOUNT'S COPY

bone

a

:
GARDE) NIA BAKERIES (KL) SDN BHD (139386 X) |
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
‘Tel: 03- 55423228 Fax:03- $5423213
GST LD: 000381399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7821F714

VEOS 14 Date: 21/08/2017
HAKASSAR FRESH MARKET oN BHD
GROUND FLOOR, 4&6,

JALAN SS 15/46,
47506 SUBANG JAYA, SELANGOR
VEOS: Ridzuan(11900)
DD: 21/08/2017 11:45

Description Sale Ant CRND
0.C. WHITE 3 6.39
WHOL EMEAL 5 13.90
0.C JUMBO 5 14.85

Total rs supplies 35.14

DELICIA-B/SCOTCH 3.72 v4 7.44

CR-CHOCLT 2 20 14.40

CR-B' SCOTCH we 2 20 14.40
Total 6% supplies (excl. 6: 36.2
ast: = 2.27

Total 6% supplies (Inc. GST): 38.41
Total @% supplies: 35.14
Total Pays. 9: 73.55

E.&.Q.E.

Received above goods 1 good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustinents shown in this Tax Invoice /

CUSTOMER'S COPY

Sieeeu. see

"
X51006556648.jpg,GARDENIA BAKERIES(KL) SDN BHD (139386 X),20/08/2017,6,cowie 2.133 S$ 1 86 4 8.52 | WHOLEMEAL 2.78 5 1 @ 4 11.12 | O.C JUMBO 2.97 4 08 0 4 11.88 | CR-CHOCLT 6.72 49 6 @ 6 -4.32 | TWIG-CHOC 1.33 26 @ @ 2 26.60 | GS: 1.34 | Total Payable: 55.14,"GARDENIA BAKERIES(KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- 55423213
GST TD: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7820F713

VEOS 14 Date: 20/08/2017

HAKASSAR FRESH MARKET SDN BHO

GROUND FLOOR, NO. 4 & 6,
JALAN 5S 15/48,
47500 SUBANG JAYA, SELANGOR
V KOS: Ridzuan(11900)
DD: 20/08/2017 10:54

Description U.P Iss Exc D Exc D Sale Amt(RM) AmtCRM)

cowie 2.133 S$ 1 86 4 8.52
WHOLEMEAL 2.78 5 1 @ 4 11.12
O.C JUMBO 2.97 4 08 0 4 11.88

Total 0% supplies: 31.82

CR-CHOCLT 6.72 49 6 @ 6 -4.32
TWIG-CHOC 1.33 26 @ @ 2 26.60

Total 6% supplies (excl. GST): 22.28
GS: 1.34

Total 6% supplies (Inc. GST): 23.62
Total @% supplies: 31,52

Total Payable: 55.14

E.&.0.E.
Received above goods in good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax clauns, on the basic of the
adjustments shown in this Tax Invoice /
Adjus tment Note =, © aie
CUSTOMER'S COPY

"
X51006556648.jpg,GARDENIA BAKERIES(KL) SDN BHD (139386 X),20/08/2017,6,cowie 2.133 S$ 1 86 4 8.52 | WHOLEMEAL 2.78 5 1 @ 4 11.12 | O.C JUMBO 2.97 4 08 0 4 11.88 | CR-CHOCLT 6.72 49 6 @ 6 -4.32 | TWIG-CHOC 1.33 26 @ @ 2 26.60 | GS: 1.34 | Total Payable: 55.14,"GARDENIA BAKERIES(KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- 55423213
GST TD: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7820F713

VEOS 14 Date: 20/08/2017

HAKASSAR FRESH MARKET SDN BHO

GROUND FLOOR, NO. 4 & 6,
JALAN 5S 15/48,
47500 SUBANG JAYA, SELANGOR
V KOS: Ridzuan(11900)
DD: 20/08/2017 10:54

Description U.P Iss Exc D Exc D Sale Amt(RM) AmtCRM)

cowie 2.133 S$ 1 86 4 8.52
WHOLEMEAL 2.78 5 1 @ 4 11.12
O.C JUMBO 2.97 4 08 0 4 11.88

Total 0% supplies: 31.82

CR-CHOCLT 6.72 49 6 @ 6 -4.32
TWIG-CHOC 1.33 26 @ @ 2 26.60

Total 6% supplies (excl. GST): 22.28
GS: 1.34

Total 6% supplies (Inc. GST): 23.62
Total @% supplies: 31,52

Total Payable: 55.14

E.&.0.E.
Received above goods in good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax clauns, on the basic of the
adjustments shown in this Tax Invoice /
Adjus tment Note =, © aie
CUSTOMER'S COPY

"
X51006556650.jpg,GARDENIA BAKERIES (KL) SDN BHD (139386 X),19/08/2017,6,0.C. WHITE pes © A es RS * 2 4.26 | 0.C JUMBO 2:97 33 Re 5 14.85 | Total O% supplies: 27.45 | DELICIA-B/SCOTCH 3.72 2 ®@ @ 2 7.44 | CR-B’ SCOTCH 0.72 20 @ @ 2 14.40 | Total O% supplies: 27.45 | Total Payable: 50.60,"GARDENIA BAKERIES (KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- 55423213
GST 1D: 000381399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7819F712

VEO0514 Date: 19/08/2017

MAKASSAR FRESH MARKET SON BHD

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,
47500 SUBANG JAYA, SELANGOR
VE0S: Ridzuan( 11900)
DD: 19/08/2017 10:38

Description U.P Iss Exc D Sale AmtCRM)
0.C. WHITE pes © A es RS * 2 4.26

WHOL EMEAL e183 ae. (O 3 8.34 |
0.C JUMBO 2:97 33 Re 5 14.85

Total O% supplies: 27.45

DELICIA-B/SCOTCH 3.72 2 ®@ @ 2 7.44

CR-B’ SCOTCH 0.72 20 @ @ 2 14.40
Total 6% supplies (excl. GST): 21.84
GSI 13h

Total 6% supplies (Inc. GST); 23.15
Total O% supplies: 27.45
Total Payable: 50.60

£.&.0.E.
Received above goods in good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice
Adjustment Note _
CUSTOMER'S COPY

co... ee —_—.. waa ae.

"
X51006556650.jpg,GARDENIA BAKERIES (KL) SDN BHD (139386 X),19/08/2017,6,0.C. WHITE pes © A es RS * 2 4.26 | 0.C JUMBO 2:97 33 Re 5 14.85 | Total O% supplies: 27.45 | DELICIA-B/SCOTCH 3.72 2 ®@ @ 2 7.44 | CR-B’ SCOTCH 0.72 20 @ @ 2 14.40 | Total O% supplies: 27.45 | Total Payable: 50.60,"GARDENIA BAKERIES (KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- 55423213
GST 1D: 000381399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7819F712

VEO0514 Date: 19/08/2017

MAKASSAR FRESH MARKET SON BHD

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,
47500 SUBANG JAYA, SELANGOR
VE0S: Ridzuan( 11900)
DD: 19/08/2017 10:38

Description U.P Iss Exc D Sale AmtCRM)
0.C. WHITE pes © A es RS * 2 4.26

WHOL EMEAL e183 ae. (O 3 8.34 |
0.C JUMBO 2:97 33 Re 5 14.85

Total O% supplies: 27.45

DELICIA-B/SCOTCH 3.72 2 ®@ @ 2 7.44

CR-B’ SCOTCH 0.72 20 @ @ 2 14.40
Total 6% supplies (excl. GST): 21.84
GSI 13h

Total 6% supplies (Inc. GST); 23.15
Total O% supplies: 27.45
Total Payable: 50.60

£.&.0.E.
Received above goods in good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice
Adjustment Note _
CUSTOMER'S COPY

co... ee —_—.. waa ae.

"
X51006556654.jpg,GARDENIA BAKERIES (RETSDN BHD (139386 X),18/08/2617,6,"CR-CHOCLT @.72 2@ 7 @ 13 9.36 | GST, 4.56 | Total @% supplies:  -16.34","GARDENIA BAKERIES (RETSDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Pel: 03- 55423228 Fax:03- $5425213
GST LD: 000381399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7818F72

VEOS14 Date: 18/08/2617

HAKASSAR FRESH MARKET SDN BHO

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,

47500 SUBANG JAYA, “SELANGOR
VEOS: Ridzuan(11900)

_ DD: 18/08/2017 10:47
Description U.P Iss Exc e D

O.€. WHITE 2.13 3
WHOLEMEAL =. 2. 78 3 40
0.C JUMBO 2.97 4 4
BONZ SAVER 2.97 @ 6 @

Total O% supplies: 16.3

CR-CHOCLT @.72 2@ 7 @ 13 9.36

Total 6% supplies (excl. GST): 9.3
GST, 4.56

Total 6% supplies (Inc. GST): 9.92
Total @% supplies:  -16.34

Total Payable: — -6,42

E.&.0.E.
Received above goods in good order condition.
The recipient of Gardenia’s products is
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice /
Adjustinent Note

CUSTOMER'S COPY

Ta  wllt«s (a tl re

See

"
X51006556654.jpg,GARDENIA BAKERIES (RETSDN BHD (139386 X),18/08/2617,6,"CR-CHOCLT @.72 2@ 7 @ 13 9.36 | GST, 4.56 | Total @% supplies:  -16.34","GARDENIA BAKERIES (RETSDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Pel: 03- 55423228 Fax:03- $5425213
GST LD: 000381399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7818F72

VEOS14 Date: 18/08/2617

HAKASSAR FRESH MARKET SDN BHO

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,

47500 SUBANG JAYA, “SELANGOR
VEOS: Ridzuan(11900)

_ DD: 18/08/2017 10:47
Description U.P Iss Exc e D

O.€. WHITE 2.13 3
WHOLEMEAL =. 2. 78 3 40
0.C JUMBO 2.97 4 4
BONZ SAVER 2.97 @ 6 @

Total O% supplies: 16.3

CR-CHOCLT @.72 2@ 7 @ 13 9.36

Total 6% supplies (excl. GST): 9.3
GST, 4.56

Total 6% supplies (Inc. GST): 9.92
Total @% supplies:  -16.34

Total Payable: — -6,42

E.&.0.E.
Received above goods in good order condition.
The recipient of Gardenia’s products is
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice /
Adjustinent Note

CUSTOMER'S COPY

Ta  wllt«s (a tl re

See

"
X51006556656.jpg,GARDENIA BAKERLES (KL) ‘SDN BHD (139388 X),17/08/2017,6,0.C. WHITE 2 520 32 6.39 | WHOL ENEAL 2 16 68 0.00 | 0. JUMBO 2.9774 3 @ _4 2.97 | DELICTA-B/SCOTCH 3.72 9 1 0 -1 — -3.72 | CR-CORN ar 1 70 8 5.76 | BUN-SBILIS 0.84 0 4 0 4 -3.36 | Total @& supplies (excl. GST): -1.22 | GST: 0.07 | Total O& supplies: 9.36 | Total Payable: 7.97,"GARDENIA BAKERLES (KL) ‘SDN BHD (139388 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shalt Alam, Selangor.
Tel: 03- 55423228 Bax:03- 55423213
GST LD: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Tnv No: 7847F722

V R05 14 Date: 17/08/2017

HAKASSAR FRESH MARKET SON BHD

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,
47500 SUBANG JAYA, SELANGOR
VEOS: Aalan(3737)
Db: 17/08/2017 ue S$

Description U.P Iss Exc D Sale AmtCRM)
0.C. WHITE 2 520 32 6.39
WHOL ENEAL 2 16 68 0.00
0. JUMBO 2.9774 3 @ _4 2.97

; oC

Total, th supplies: 9.36
DELICTA-B/SCOTCH 3.72 9 1 0 -1 — -3.72
CR-CORN ar 1 70 8 5.76
BUN-SBILIS 0.84 0 4 0 4 -3.36

Total @& supplies (excl. GST): -1.22

GST: 0.07

Total 6 supplies (Inc. GST): “130
Total O& supplies: 9.36

Total Payable: 7.97

E808.
Received above goods 1 good order condition.
The recipvent of Gi -nia's products is

required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice /
Adjustinent_Note Oo
CUSTOMER'S COPY

i. aa

"
X51006556656.jpg,GARDENIA BAKERLES (KL) ‘SDN BHD (139388 X),17/08/2017,6,0.C. WHITE 2 520 32 6.39 | WHOL ENEAL 2 16 68 0.00 | 0. JUMBO 2.9774 3 @ _4 2.97 | DELICTA-B/SCOTCH 3.72 9 1 0 -1 — -3.72 | CR-CORN ar 1 70 8 5.76 | BUN-SBILIS 0.84 0 4 0 4 -3.36 | Total @& supplies (excl. GST): -1.22 | GST: 0.07 | Total O& supplies: 9.36 | Total Payable: 7.97,"GARDENIA BAKERLES (KL) ‘SDN BHD (139388 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shalt Alam, Selangor.
Tel: 03- 55423228 Bax:03- 55423213
GST LD: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Tnv No: 7847F722

V R05 14 Date: 17/08/2017

HAKASSAR FRESH MARKET SON BHD

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,
47500 SUBANG JAYA, SELANGOR
VEOS: Aalan(3737)
Db: 17/08/2017 ue S$

Description U.P Iss Exc D Sale AmtCRM)
0.C. WHITE 2 520 32 6.39
WHOL ENEAL 2 16 68 0.00
0. JUMBO 2.9774 3 @ _4 2.97

; oC

Total, th supplies: 9.36
DELICTA-B/SCOTCH 3.72 9 1 0 -1 — -3.72
CR-CORN ar 1 70 8 5.76
BUN-SBILIS 0.84 0 4 0 4 -3.36

Total @& supplies (excl. GST): -1.22

GST: 0.07

Total 6 supplies (Inc. GST): “130
Total O& supplies: 9.36

Total Payable: 7.97

E808.
Received above goods 1 good order condition.
The recipvent of Gi -nia's products is

required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice /
Adjustinent_Note Oo
CUSTOMER'S COPY

i. aa

"
X51006556657.jpg,GARDENIA BAKERIES (KL) SDN BHD (139386 X),16/08/2017,6,"0.C, WIE e238 5S. 2 © 3 6.39 | WHOLEMEAL 2.78 5 @ @ 5 13.90 | BONZ SAVER 2.97 8 © @ 8 23.76 | Total @% supplies: 44.05 | CR-CHOCLT 0.72 206 @ @ 2 14.40 | GST: 0.86 | Total €% supplies (Inc. GST): 15.26 | Total Q% supplies: 44.05 | Total Payable: 59.31","GARDENIA BAKERIES (KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- 55423213
GST ID: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7816F712

VEO514 Date: 16/@8/2017

HAKASSAR FRESH MARKET SDN BHO

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/48,
47500 SUBANG JAYA, SELANGOR
VEOS: Ridzuan(11900)

DD: 16/08/2017 11:41
Bescr (ption U.P Iss Exc D Sale Amtch

0.C, WIE e238 5S. 2 © 3 6.39
WHOLEMEAL 2.78 5 @ @ 5 13.90
BONZ SAVER 2.97 8 © @ 8 23.76

Total @% supplies: 44.05

CR-CHOCLT 0.72 206 @ @ 2 14.40

Total 6% supplies (excl. GST): 14.40
GST: 0.86

Total €% supplies (Inc. GST): 15.26
Total Q% supplies: 44.05

Total Payable: 59.31

B

E.&.0.8.
Received above goods in good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax clauns, on the basic of the
adjustments shown in this Tax Invoice /
Adjus tient Note

CUSTOMER'S COPY

ee - ———

"
X51006556657.jpg,GARDENIA BAKERIES (KL) SDN BHD (139386 X),16/08/2017,6,"0.C, WIE e238 5S. 2 © 3 6.39 | WHOLEMEAL 2.78 5 @ @ 5 13.90 | BONZ SAVER 2.97 8 © @ 8 23.76 | Total @% supplies: 44.05 | CR-CHOCLT 0.72 206 @ @ 2 14.40 | GST: 0.86 | Total €% supplies (Inc. GST): 15.26 | Total Q% supplies: 44.05 | Total Payable: 59.31","GARDENIA BAKERIES (KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- 55423213
GST ID: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7816F712

VEO514 Date: 16/@8/2017

HAKASSAR FRESH MARKET SDN BHO

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/48,
47500 SUBANG JAYA, SELANGOR
VEOS: Ridzuan(11900)

DD: 16/08/2017 11:41
Bescr (ption U.P Iss Exc D Sale Amtch

0.C, WIE e238 5S. 2 © 3 6.39
WHOLEMEAL 2.78 5 @ @ 5 13.90
BONZ SAVER 2.97 8 © @ 8 23.76

Total @% supplies: 44.05

CR-CHOCLT 0.72 206 @ @ 2 14.40

Total 6% supplies (excl. GST): 14.40
GST: 0.86

Total €% supplies (Inc. GST): 15.26
Total Q% supplies: 44.05

Total Payable: 59.31

B

E.&.0.8.
Received above goods in good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax clauns, on the basic of the
adjustments shown in this Tax Invoice /
Adjus tient Note

CUSTOMER'S COPY

ee - ———

"
X51006556658.jpg,as - AP,15/08/2017,6,O5C. WHITE teas $018 =O 2) 6.00 | WHOL EM. AL ete SB 3 13.90 | GT: 0.86 | Tot: ¢ supplies (Inc. GST): 15.26 | Total @& supplies: 16.87,"as - AP

G! ARDE INIA BAKERIES (KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- $5423213
GST ID: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7815F710

VmOSsi4 Date: 15/08/2017

MAKASSAR FRESH MARKET SON BHO

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,
47500 SUBANG JAYA, SELANGOR
VES: Ridzuan(11900)
___DD: 1508/2017 11:37
Sale _Amt7 ids

O5C. WHITE teas $018 =O 2) 6.00
WHOL EM. AL ete SB 3 13.90
0.C JUMBO =62.97 4 3 6 z

Total 0% supplies: 16 87

Description U.P “Iss Exc

CR-COR 0.72 2 6 @ 20 __14.- ee
Total 6% supplies (excl. GST): 14.40
GT: 0.86

Tot: ¢ supplies (Inc. GST): 15.26
Total @& supplies: 16.87
Total Payable: 32.3

b.8.9.b
Received above goods tn good order condition.
The recipient of Gardenia'’s products is
required to make necessary adjustments to its
input tax clams, on the basic of the
aajusti onts Ss: own in this Tax Invoice /
Adjusti ont Note ae
“CUSTOMER'S COPY

"
X51006556658.jpg,as - AP,15/08/2017,6,O5C. WHITE teas $018 =O 2) 6.00 | WHOL EM. AL ete SB 3 13.90 | GT: 0.86 | Tot: ¢ supplies (Inc. GST): 15.26 | Total @& supplies: 16.87,"as - AP

G! ARDE INIA BAKERIES (KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- $5423213
GST ID: 00038 1399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7815F710

VmOSsi4 Date: 15/08/2017

MAKASSAR FRESH MARKET SON BHO

GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,
47500 SUBANG JAYA, SELANGOR
VES: Ridzuan(11900)
___DD: 1508/2017 11:37
Sale _Amt7 ids

O5C. WHITE teas $018 =O 2) 6.00
WHOL EM. AL ete SB 3 13.90
0.C JUMBO =62.97 4 3 6 z

Total 0% supplies: 16 87

Description U.P “Iss Exc

CR-COR 0.72 2 6 @ 20 __14.- ee
Total 6% supplies (excl. GST): 14.40
GT: 0.86

Tot: ¢ supplies (Inc. GST): 15.26
Total @& supplies: 16.87
Total Payable: 32.3

b.8.9.b
Received above goods tn good order condition.
The recipient of Gardenia'’s products is
required to make necessary adjustments to its
input tax clams, on the basic of the
aajusti onts Ss: own in this Tax Invoice /
Adjusti ont Note ae
“CUSTOMER'S COPY

"
X51006556723.jpg,SO ee Se eee,3/08/2017,6,KAYA-PANON 2.40 @ 2 @ -2 _ -4.80 | GST: 0.29,"SO ee Se eee
GARDENIA BAKERIES (KL) SDN BHD (139386 X)
Lot 3, Jalan Pelabur 23/1,

40300 Shah Alam, Selangor.

Tel: 03- 55423228 Fax:03- 55423213
GST ID: 000381399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7803F713

VEOS14 Date: @3/08/2017

HAKASSAR FRESH MARKET SDN BHD
GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/4B,
47500 SUBANG JAYA, SELANGOR
VEOS: Ridzuan( 11900)
DD: 03/08/2017 L111

Description U.P Iss Exc 0 Sale AmtCRN)

KAYA-PANON 2.40 @ 2 @ -2 _ -4.80

Total 6% supplies (excl. GST): 4.80
GST: 0.29

Total 6% supplies (Inc, GST): — -5.09
Total Payable: — -5,09

E.&.0.E.
Received above goods in good order condition.
The recipient of Gardenia’s products is
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice /
Adjustinent Note

CUSTOMER'S COPY

"
